1,10,1.0
1,14,1.0
1,33,1.0
2,26,1.0
3,4,1.0
3,9,1.0
4,3,1.0
5,4,1.0
5,17,1.0
6,8,1.0
8,6,1.0
9,3,1.0
10,1,1.0
10,11,1.0
10,14,1.0
10,33,1.0
11,1,1.0
11,10,1.0
11,19,1.0
11,26,1.0
11,30,1.0
12,15,1.0
12,26,1.0
12,42,1.0
12,44,1.0
14,1,1.0
14,10,1.0
14,11,1.0
15,36,1.0
16,15,1.0
16,26,1.0
16,42,1.0
17,4,1.0
17,5,1.0
17,22,1.0
17,24,1.0
17,32,1.0
18,35,1.0
19,30,1.0
19,36,1.0
19,41,1.0
21,19,1.0
21,31,1.0
21,40,1.0
22,17,1.0
23,19,1.0
24,17,1.0
24,22,1.0
24,28,1.0
25,24,1.0
25,27,1.0
25,28,1.0
25,32,1.0
26,7,1.0
26,16,1.0
26,42,1.0
27,17,1.0
27,28,1.0
28,24,1.0
28,27,1.0
29,30,1.0
29,33,1.0
29,42,1.0
30,19,1.0
30,29,1.0
30,41,1.0
31,32,1.0
31,37,1.0
32,31,1.0
32,37,1.0
33,10,1.0
33,29,1.0
33,30,1.0
34,4,1.0
34,39,1.0
34,43,1.0
35,6,1.0
35,28,1.0
36,15,1.0
36,30,1.0
36,38,1.0
36,41,1.0
37,21,1.0
37,31,1.0
37,32,1.0
37,34,1.0
37,35,1.0
38,41,1.0
39,34,1.0
39,43,1.0
40,45,1.0
40,46,1.0
40,47,1.0
41,19,1.0
41,30,1.0
41,36,1.0
42,15,1.0
42,26,1.0
43,39,1.0
44,7,1.0
44,16,1.0
45,40,1.0
45,46,1.0
45,47,1.0
46,40,1.0
46,45,1.0
46,47,1.0
46,49,1.0
47,40,1.0
47,45,1.0
47,46,1.0
48,46,1.0
48,49,1.0
49,46,1.0
49,48,1.0
50,23,1.0
